[2025-11-08 14:08:45] [INFO    ] discord.client: logging in using static token
[2025-11-08 14:08:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'emojis': [], 'home_header': None, 'max_members': 25000000, 'application_id': None, 'max_stage_video_channel_users': 50, 'voice_states': [], 'channels': [{'version': 1762343898226, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1435599102279946373', 'flags': 0}, {'version': 1762343898229, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1435599102279946374', 'flags': 0}, {'version': 1762343898252, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1435599102279946373', 'name': 'general', 'last_message_id': '1436586958439583744', 'id': '1435599102757830747', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1762343898262, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1435599102279946374', 'name': 'General', 'last_message_id': None, 'id': '1435599102757830748', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1762344958152, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1435599102279946373', 'name': 'code-dream-discussion', 'last_message_id': '1435603779675361362', 'id': '1435603548321615923', 'flags': 0}, {'version': 1762345583790, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1435599102279946373', 'name': 'code-rating', 'last_pin_timestamp': '2025-11-05T12:26:23.783000+00:00', 'last_message_id': '1435781127116816505', 'id': '1435603823384203394', 'flags': 0}, {'version': 1762345256143, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [{'type': 0, 'id': '1435599102279946372', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1435604662463238194', 'deny': '0', 'allow': '1024'}], 'parent_id': '1435599102279946373', 'name': 'gpt-only-channel', 'last_message_id': '1435604894932406366', 'id': '1435604798207426571', 'flags': 0}, {'version': 1762421335875, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [{'type': 0, 'id': '1435923569946263613', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1435599102279946372', 'deny': '1024', 'allow': '0'}], 'parent_id': '1435599102279946373', 'name': 'brainrot-only-channel', 'last_message_id': None, 'id': '1435923899660374209', 'flags': 0}, {'version': 1762421448941, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [{'type': 0, 'id': '1435599102279946372', 'deny': '1024', 'allow': '0'}, {'type': 0, 'id': '1435609312973164659', 'deny': '0', 'allow': '1024'}], 'parent_id': '1435599102279946373', 'name': 'covid-19-only-channel', 'last_message_id': None, 'id': '1435924373964853269', 'flags': 0}, {'version': 1762427747275, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [{'type': 0, 'id': '1435599102279946372', 'deny': '1024', 'allow': '0'}], 'parent_id': '1435599102279946373', 'name': 'bot-testing', 'last_message_id': '1436152566294511767', 'id': '1435950791050657792', 'flags': 0}], 'default_message_notifications': 0, 'profile': None, 'inventory_settings': None, 'features': [], 'guild_scheduled_events': [], 'icon': None, 'splash': None, 'id': '1435599102279946372', 'latest_onboarding_question_id': None, 'public_updates_channel_id': None, 'large': False, 'name': 'ng dang cap', 'members': [{'user': {'username': 'Infector', 'public_flags': 0, 'primary_guild': None, 'id': '1435931107521593344', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '5840', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1435984026060984405'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-06T13:27:51.211000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'rules_channel_id': None, 'premium_tier': 0, 'joined_at': '2025-11-06T13:27:51.211000+00:00', 'premium_subscription_count': 0, 'discovery_splash': None, 'member_count': 7, 'threads': [{'type': 11, 'total_message_sent': 2, 'thread_metadata': {'locked': False, 'invitable': True, 'create_timestamp': '2025-11-05T12:36:35.247000+00:00', 'auto_archive_duration': 4320, 'archived': False, 'archive_timestamp': '2025-11-05T12:36:35.247000+00:00'}, 'rate_limit_per_user': 0, 'parent_id': '1435599102757830747', 'owner_id': '927839054639267891', 'name': 'bầu tên cho thg thanh', 'message_count': 2, 'member_count': 2, 'last_message_id': '1435608789721026591', 'id': '1435608737107804290', 'guild_id': '1435599102279946372', 'flags': 0}, {'type': 11, 'total_message_sent': 4, 'thread_metadata': {'locked': False, 'invitable': True, 'create_timestamp': '2025-11-05T12:36:48.707000+00:00', 'auto_archive_duration': 4320, 'archived': False, 'archive_timestamp': '2025-11-05T12:36:48.707000+00:00'}, 'rate_limit_per_user': 0, 'parent_id': '1435599102757830747', 'owner_id': '927839054639267891', 'name': 'bầu tên cho thg cấn', 'message_count': 4, 'member_count': 2, 'last_message_id': '1435617790554931270', 'id': '1435608793563271240', 'guild_id': '1435599102279946372', 'flags': 0}, {'type': 11, 'total_message_sent': 3, 'thread_metadata': {'locked': False, 'invitable': True, 'create_timestamp': '2025-11-05T12:36:59.403000+00:00', 'auto_archive_duration': 4320, 'archived': False, 'archive_timestamp': '2025-11-05T12:36:59.403000+00:00'}, 'rate_limit_per_user': 0, 'parent_id': '1435599102757830747', 'owner_id': '927839054639267891', 'name': 'bầu tên cho thg quang', 'message_count': 3, 'member_count': 2, 'last_message_id': '1435617758069919765', 'id': '1435608838425415690', 'guild_id': '1435599102279946372', 'flags': 0}, {'type': 11, 'total_message_sent': 6, 'thread_metadata': {'locked': False, 'invitable': True, 'create_timestamp': '2025-11-05T12:37:14.782000+00:00', 'auto_archive_duration': 4320, 'archived': False, 'archive_timestamp': '2025-11-05T12:37:14.782000+00:00'}, 'rate_limit_per_user': 0, 'parent_id': '1435599102757830747', 'owner_id': '927839054639267891', 'name': 'bầu tên cho thg kiên', 'message_count': 6, 'member_count': 3, 'last_message_id': '1435610471158775838', 'id': '1435608902929481728', 'guild_id': '1435599102279946372', 'flags': 0}, {'type': 11, 'total_message_sent': 5, 'thread_metadata': {'locked': False, 'invitable': True, 'create_timestamp': '2025-11-05T12:37:23.845000+00:00', 'auto_archive_duration': 4320, 'archived': False, 'archive_timestamp': '2025-11-05T12:37:23.845000+00:00'}, 'rate_limit_per_user': 0, 'parent_id': '1435599102757830747', 'owner_id': '927839054639267891', 'name': 'bầu tên cho t', 'message_count': 5, 'member_count': 3, 'last_message_id': '1435610407610875964', 'id': '1435608940942725200', 'guild_id': '1435599102279946372', 'flags': 0}], 'nsfw': False, 'description': None, 'afk_channel_id': None, 'stage_instances': [], 'premium_progress_bar_enabled': False, 'hub_type': None, 'verification_level': 0, 'system_channel_flags': 0, 'activity_instances': [], 'owner_configured_content_level': 0, 'max_video_channel_users': 25, 'vanity_url_code': None, 'owner_id': '927839054639267891', 'premium_features': None, 'safety_alerts_channel_id': None, 'preferred_locale': 'en-US', 'system_channel_id': '1435599102757830747', 'embedded_activities': [], 'explicit_content_filter': 0, 'nsfw_level': 0, 'roles': [{'version': 1762343898224, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1435599102279946372', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1762421298944, 'unicode_emoji': None, 'tags': {}, 'position': 5, 'permissions': '402653199', 'name': 'adm', 'mentionable': False, 'managed': False, 'id': '1435599169325629621', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15844367}, 'color': 15844367}, {'version': 1762421643784, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'gay', 'mentionable': False, 'managed': False, 'id': '1435603025736634399', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 2067276}, 'color': 2067276}, {'version': 1762421643789, 'unicode_emoji': None, 'tags': {}, 'position': 2, 'permissions': '0', 'name': 'chatgpt', 'mentionable': False, 'managed': False, 'id': '1435604662463238194', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 5533306}, 'color': 5533306}, {'version': 1762421643794, 'unicode_emoji': None, 'tags': {}, 'position': 3, 'permissions': '0', 'name': 'covid 19', 'mentionable': False, 'managed': False, 'id': '1435609312973164659', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 10038562}, 'color': 10038562}, {'version': 1762421643796, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '0', 'name': 'brainrot', 'mentionable': False, 'managed': False, 'id': '1435923569946263613', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 2051344}, 'color': 2051344}, {'version': 1762436021378, 'unicode_emoji': None, 'tags': {'bot_id': '1435931107521593344'}, 'position': 6, 'permissions': '8', 'name': 'Infector', 'mentionable': False, 'managed': True, 'id': '1435984026060984405', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'application_command_counts': {}, 'presences': [], 'banner': None, 'version': 1762343930679, 'stickers': [], 'lazy': True, 'soundboard_sounds': [], 'unavailable': False, 'mfa_level': 0, 'region': 'deprecated', 'incidents_data': None, 'moderator_reporting': None, 'afk_timeout': 300}}
[2025-11-08 14:08:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-08 14:08:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '5c08019e200b15a6f8c03c352a5cd202', 'members': [{'user': {'username': 'skibidirizz987123456789', 'public_flags': 0, 'primary_guild': None, 'id': '909026835227095070', 'global_name': 'cnbm', 'display_name_styles': None, 'display_name': 'cnbm', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'a42000e1326b0d24ad4346d92fd24ec7'}, 'roles': ['1435604662463238194', '1435609312973164659', '1435923569946263613', '1435603025736634399'], 'premium_since': None, 'pending': False, 'nick': 'Cấn Nhật Bảo Chim', 'mute': False, 'joined_at': '2025-11-05T11:59:38.962000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'iaminfinityiq', 'public_flags': 0, 'primary_guild': {'tag': 'y=x²', 'identity_guild_id': '655972529030037504', 'identity_enabled': True, 'badge': 'f274ca213f8577a52c9274edfa07e046'}, 'id': '927839054639267891', 'global_name': 'Infinity', 'display_name_styles': None, 'display_name': 'Infinity', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6b893e5dee1c55cd0e5b3029fa5b75ce'}, 'roles': ['1435609312973164659', '1435923569946263613', '1435599169325629621'], 'premium_since': None, 'pending': False, 'nick': 'An', 'mute': False, 'joined_at': '2025-11-05T11:58:18.148000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'ng_ph_kn', 'public_flags': 64, 'primary_guild': {'tag': 'CEu', 'identity_guild_id': '701354865217110096', 'identity_enabled': True, 'badge': '60822eb8c504c45cee27680dbccf599b'}, 'id': '948890756167381002', 'global_name': 'Nguyễn Phú Kiên', 'display_name_styles': None, 'display_name': 'Nguyễn Phú Kiên', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '13a05bf7184e5f193da21d66ef3f392a'}, 'roles': ['1435604662463238194', '1435609312973164659'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-05T12:38:33.256000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': '_quang._', 'public_flags': 128, 'primary_guild': {'tag': 'CODE', 'identity_guild_id': '547906569489350657', 'identity_enabled': True, 'badge': '3858554c542da4e8e4b52ff00a558ced'}, 'id': '1209546090978742332', 'global_name': 'applepie27', 'display_name_styles': None, 'display_name': 'applepie27', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1377377712162738196', 'palette': 'cobalt', 'label': 'COLLECTIBLES_NAMEPLATES_V2_SWORD_OF_LEGEND_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v2/sword_of_legend/'}}, 'bot': False, 'avatar_decoration_data': {'sku_id': '1144308439720394944', 'expires_at': None, 'asset': 'a_3c97a2d37f433a7913a1c7b7a735d000'}, 'avatar': '618e50e07b9eb1ec105ba3cc1ed40cd6'}, 'roles': ['1435604662463238194', '1435923569946263613', '1435599169325629621'], 'premium_since': None, 'pending': False, 'nick': 'Minh Quang', 'mute': False, 'joined_at': '2025-11-05T11:59:11.473000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'nightmare021690', 'public_flags': 0, 'primary_guild': None, 'id': '1220742448922361899', 'global_name': 'chán luông', 'display_name_styles': None, 'display_name': 'chán luông', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1409898407920668782', 'palette': 'cobalt', 'label': 'COLLECTIBLES_LUNAR_ECLIPSE_MOONLIT_CHARM_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/lunar_eclipse/moonlit_charm/'}}, 'bot': False, 'avatar_decoration_data': {'sku_id': '1271174640026255380', 'expires_at': None, 'asset': 'a_13913a00bd9990ab4102a3bf069f0f3f'}, 'avatar': '6b18faec3a48498aadacb8dbfd89a019'}, 'roles': ['1435604662463238194'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-05T15:46:40.347000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'dangtienthanh21052013', 'public_flags': 0, 'primary_guild': None, 'id': '1385530770516480001', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '80cf71b598a1000a1ba2f55c7017cb6d'}, 'roles': ['1435923569946263613', '1435603025736634399'], 'premium_since': None, 'pending': False, 'nick': 'Thanh', 'mute': False, 'joined_at': '2025-11-05T11:59:15.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Infector', 'public_flags': 0, 'primary_guild': None, 'id': '1435931107521593344', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '5840', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1435984026060984405'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-06T13:27:51.211000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1435599102279946372', 'chunk_index': 0, 'chunk_count': 1}}
[2025-11-08 14:08:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-08 14:08:47] [DEBUG   ] discord.state: Processed a chunk for 7 members in guild ID 1435599102279946372.
[2025-11-08 14:08:49] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-11-08 14:08:49] [DEBUG   ] discord.client: Dispatching event ready
[2025-11-08 14:08:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 4, 'op': 0, 'd': {'user_id': '927839054639267891', 'timestamp': 1762585737, 'member': {'user': {'username': 'iaminfinityiq', 'public_flags': 0, 'primary_guild': {'tag': 'y=x²', 'identity_guild_id': '655972529030037504', 'identity_enabled': True, 'badge': 'f274ca213f8577a52c9274edfa07e046'}, 'id': '927839054639267891', 'global_name': 'Infinity', 'display_name_styles': None, 'display_name': 'Infinity', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6b893e5dee1c55cd0e5b3029fa5b75ce'}, 'roles': ['1435609312973164659', '1435923569946263613', '1435599169325629621'], 'premium_since': None, 'pending': False, 'nick': 'An', 'mute': False, 'joined_at': '2025-11-05T11:58:18.148000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1435599102757830747', 'guild_id': '1435599102279946372'}}
[2025-11-08 14:08:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-08 14:08:57] [DEBUG   ] discord.client: Dispatching event typing
[2025-11-08 14:08:57] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-11-08 14:09:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-08T07:09:07.119000+00:00', 'pinned': False, 'nonce': '1436613489115267072', 'mentions': [{'username': 'ng_ph_kn', 'public_flags': 64, 'primary_guild': {'tag': 'CEu', 'identity_guild_id': '701354865217110096', 'identity_enabled': True, 'badge': '60822eb8c504c45cee27680dbccf599b'}, 'member': {'roles': ['1435604662463238194', '1435609312973164659'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-05T12:38:33.256000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '948890756167381002', 'global_name': 'Nguyễn Phú Kiên', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'CEu', 'identity_guild_id': '701354865217110096', 'identity_enabled': True, 'badge': '60822eb8c504c45cee27680dbccf599b'}, 'avatar_decoration_data': None, 'avatar': '13a05bf7184e5f193da21d66ef3f392a'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1435609312973164659', '1435923569946263613', '1435599169325629621'], 'premium_since': None, 'pending': False, 'nick': 'An', 'mute': False, 'joined_at': '2025-11-05T11:58:18.148000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1436613490482876542', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!infect <@948890756167381002>', 'components': [], 'channel_type': 0, 'channel_id': '1435599102757830747', 'author': {'username': 'iaminfinityiq', 'public_flags': 0, 'primary_guild': {'tag': 'y=x²', 'identity_guild_id': '655972529030037504', 'identity_enabled': True, 'badge': 'f274ca213f8577a52c9274edfa07e046'}, 'id': '927839054639267891', 'global_name': 'Infinity', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'y=x²', 'identity_guild_id': '655972529030037504', 'identity_enabled': True, 'badge': 'f274ca213f8577a52c9274edfa07e046'}, 'avatar_decoration_data': None, 'avatar': '6b893e5dee1c55cd0e5b3029fa5b75ce'}, 'attachments': [], 'guild_id': '1435599102279946372'}}
[2025-11-08 14:09:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-08 14:09:07] [DEBUG   ] discord.client: Dispatching event message
[2025-11-08 14:09:07] [DEBUG   ] discord.client: Dispatching event command
[2025-11-08 14:09:07] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1435599102279946372/members/948890756167381002/roles/1435609312973164659 with None has returned 204
[2025-11-08 14:09:07] [DEBUG   ] discord.http: PUT /guilds/{guild_id}/members/{user_id}/roles/{role_id} has found its initial rate limit bucket hash (b0bb9027ff6ae0c9619c2719f4a24de5).
[2025-11-08 14:09:07] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1435599102279946372/members/948890756167381002/roles/1435609312973164659 has received 
[2025-11-08 14:09:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 6, 'op': 0, 'd': {'user': {'username': 'ng_ph_kn', 'public_flags': 64, 'primary_guild': {'tag': 'CEu', 'identity_guild_id': '701354865217110096', 'identity_enabled': True, 'badge': '60822eb8c504c45cee27680dbccf599b'}, 'id': '948890756167381002', 'global_name': 'Nguyễn Phú Kiên', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'CEu', 'identity_guild_id': '701354865217110096', 'identity_enabled': True, 'badge': '60822eb8c504c45cee27680dbccf599b'}, 'avatar_decoration_data': None, 'avatar': '13a05bf7184e5f193da21d66ef3f392a'}, 'unusual_dm_activity_until': None, 'roles': ['1435604662463238194', '1435609312973164659', '1435923569946263613'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-11-05T12:38:33.256000+00:00', 'guild_id': '1435599102279946372', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-11-08 14:09:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-08 14:09:08] [DEBUG   ] discord.client: Dispatching event member_update
